Año,Trimestre,Provincia,Otros,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 20 Mbps y 30 Mbps,Entre 30 Mbps y 50 Mbps,Entre 50 Mbps y 100 Mbps,Entre 100 Mbps y 200 Mbps,Entre 200 Mbps y 500 Mbps,Más de 500 Mbps
2020.0,4.0,Córdoba,13568.0,119.0,16318.0,14170.0,186875.0,70021.0,295800.0,77513.0,74.0,10757.0,17.0
2020.0,4.0,Corrientes,4985.0,67.0,4230.0,1796.0,26401.0,9383.0,18193.0,7220.0,0.0,1375.0,1.0
2020.0,4.0,Entre Ríos,14654.0,105.0,6681.0,5185.0,56704.0,16600.0,39281.0,12171.0,1.0,1660.0,28.0
2020.0,4.0,Formosa,1680.0,56.0,704.0,1925.0,20911.0,1197.0,6370.0,2355.0,0.0,221.0,0.0
2020.0,4.0,Jujuy,2811.0,49.0,1443.0,2954.0,19557.0,446.0,13930.0,4425.0,1.0,173.0,753.0
2020.0,4.0,La Pampa,2520.0,298.0,2954.0,4786.0,62998.0,2396.0,5994.0,263.0,0.0,0.0,0.0
2020.0,4.0,La Rioja,0.0,18.0,688.0,0.0,36219.0,181.0,2392.0,2538.0,1.0,48.0,0.0
2020.0,4.0,Mendoza,2570.0,28.0,1834.0,2761.0,141757.0,3388.0,8341.0,2860.0,11.0,312.0,23.0
2020.0,4.0,Misiones,7001.0,51.0,3956.0,7903.0,28653.0,14810.0,23830.0,7349.0,1.0,1080.0,4.0
2020.0,4.0,Neuquén,5720.0,116.0,557.0,2220.0,53984.0,5501.0,35775.0,12809.0,0.0,2184.0,0.0
2020.0,4.0,Río Negro,20146.0,125.0,1141.0,3367.0,66263.0,3517.0,22189.0,6784.0,2.0,392.0,0.0
2020.0,4.0,Salta,6319.0,109.0,2872.0,1341.0,37744.0,8291.0,34472.0,10846.0,0.0,1379.0,0.0
2020.0,4.0,San Juan,4588.0,25.0,1460.0,1568.0,58482.0,332.0,158.0,107.0,10.0,0.0,0.0
2020.0,4.0,San Luis,36918.0,58.0,451.0,667.0,12902.0,62241.0,3.0,1.0,1.0,0.0,15.0
2020.0,4.0,Santa Cruz,758.0,47.0,5375.0,1646.0,20152.0,1033.0,522.0,111.0,0.0,14.0,0.0
2020.0,4.0,Santa Fe,23602.0,518.0,15534.0,9360.0,182369.0,65153.0,165014.0,55537.0,531.0,5117.0,39.0
2020.0,4.0,Santiago Del Estero,3932.0,123.0,1867.0,3649.0,29911.0,411.0,2689.0,1761.0,0.0,68.0,2.0
2020.0,4.0,Tierra Del Fuego,6690.0,17.0,98.0,7.0,21776.0,488.0,903.0,18.0,0.0,0.0,1.0
2020.0,4.0,Tucumán,2680.0,29.0,3251.0,141.0,40800.0,4105.0,58625.0,33136.0,0.0,1832.0,1.0
2020.0,3.0,Buenos Aires,19853.0,37542.0,59171.0,25480.0,1060686.0,194282.0,1200762.0,785204.0,250.0,96046.0,3519.0
2020.0,3.0,Capital Federal,247.0,264.0,5419.0,387.0,156728.0,78034.0,578137.0,329150.0,8982.0,60205.0,1286.0
2020.0,3.0,Catamarca,2154.0,63.0,669.0,264.0,7343.0,562.0,11736.0,6638.0,0.0,512.0,0.0
2020.0,3.0,Chaco,7194.0,308.0,2761.0,1737.0,20289.0,13751.0,27729.0,9474.0,0.0,1526.0,0.0
2020.0,3.0,Chubut,3942.0,158.0,968.0,5217.0,81483.0,2818.0,999.0,110.0,1.0,0.0,0.0
2020.0,3.0,Córdoba,11728.0,168.0,16954.0,14280.0,190429.0,63831.0,285453.0,67372.0,39.0,8146.0,3.0
2020.0,3.0,Corrientes,5020.0,72.0,6876.0,2277.0,26564.0,8615.0,17788.0,6523.0,0.0,1033.0,0.0
2020.0,3.0,Entre Ríos,15759.0,130.0,6668.0,4802.0,58089.0,14377.0,37676.0,10527.0,2.0,1190.0,0.0
2020.0,3.0,Formosa,1737.0,391.0,1698.0,1426.0,20190.0,991.0,6058.0,2047.0,0.0,114.0,0.0
2020.0,3.0,Jujuy,3065.0,55.0,7031.0,5488.0,19794.0,293.0,10667.0,3692.0,1.0,133.0,745.0
2020.0,3.0,La Pampa,4029.0,293.0,3193.0,4575.0,59737.0,2189.0,5333.0,148.0,841.0,0.0,0.0
2020.0,3.0,La Rioja,2.0,21.0,705.0,0.0,36401.0,124.0,2224.0,2495.0,0.0,29.0,0.0
2020.0,3.0,Mendoza,45.0,58.0,1665.0,2488.0,137291.0,3458.0,6265.0,1760.0,0.0,202.0,0.0
2020.0,3.0,Misiones,8779.0,71.0,4310.0,7881.0,27338.0,13663.0,23492.0,6703.0,1.0,790.0,1.0
2020.0,3.0,Neuquén,803.0,218.0,813.0,2404.0,57573.0,5457.0,36663.0,11020.0,0.0,1748.0,0.0
2020.0,3.0,Río Negro,19093.0,114.0,1137.0,3977.0,64338.0,3482.0,22667.0,5627.0,2.0,165.0,0.0
2020.0,3.0,Salta,14996.0,129.0,6087.0,363.0,26844.0,7928.0,33452.0,9354.0,0.0,967.0,0.0
2020.0,3.0,San Juan,4150.0,48.0,3685.0,3257.0,58778.0,41.0,80.0,48.0,0.0,0.0,0.0
2020.0,3.0,San Luis,36917.0,105.0,402.0,664.0,11133.0,61321.0,3.0,3.0,0.0,0.0,0.0
2020.0,3.0,Santa Cruz,833.0,66.0,5415.0,1674.0,19799.0,629.0,107.0,13.0,0.0,0.0,0.0
2020.0,3.0,Santa Fe,27001.0,568.0,16309.0,9867.0,188418.0,58805.0,158418.0,47904.0,512.0,3719.0,1.0
2020.0,3.0,Santiago Del Estero,4801.0,133.0,1871.0,2688.0,29637.0,292.0,2343.0,1607.0,0.0,44.0,0.0
2020.0,3.0,Tierra Del Fuego,6992.0,11.0,97.0,4.0,21993.0,481.0,922.0,14.0,0.0,0.0,1.0
2020.0,3.0,Tucumán,2637.0,52.0,3594.0,141.0,42275.0,3246.0,51232.0,31368.0,0.0,1595.0,0.0
2020.0,2.0,Buenos Aires,21233.0,37542.0,59342.0,25232.0,1076268.0,189029.0,1052608.0,761373.0,127.0,78617.0,1707.0
2020.0,2.0,Capital Federal,687.0,264.0,5800.0,395.0,160591.0,80166.0,563129.0,312967.0,8938.0,49392.0,1049.0
2020.0,2.0,Catamarca,3176.0,63.0,730.0,263.0,7808.0,426.0,10217.0,5908.0,0.0,453.0,0.0
2020.0,2.0,Chaco,6969.0,308.0,3633.0,988.0,20657.0,12082.0,25044.0,7125.0,0.0,1142.0,0.0
2020.0,2.0,Chubut,3999.0,158.0,929.0,5074.0,63684.0,1473.0,613.0,1.0,0.0,0.0,0.0
2020.0,2.0,Córdoba,8971.0,168.0,17541.0,14476.0,191391.0,63224.0,270585.0,48902.0,39.0,5706.0,3.0
2020.0,2.0,Corrientes,5020.0,72.0,6938.0,1296.0,26535.0,7898.0,16463.0,5201.0,0.0,754.0,0.0
2020.0,2.0,Entre Ríos,14569.0,130.0,7625.0,4167.0,58645.0,12856.0,34828.0,7808.0,2.0,753.0,0.0
2020.0,2.0,Formosa,1313.0,391.0,1881.0,1465.0,20339.0,961.0,5792.0,1641.0,0.0,42.0,0.0
2020.0,2.0,Jujuy,16557.0,55.0,7114.0,3218.0,20398.0,209.0,6030.0,3290.0,1.0,96.0,0.0
2020.0,2.0,La Pampa,1123.0,293.0,3203.0,5977.0,62848.0,1657.0,3377.0,0.0,0.0,0.0,0.0
2020.0,2.0,La Rioja,2.0,21.0,701.0,0.0,36675.0,73.0,1976.0,2339.0,0.0,21.0,0.0
2020.0,2.0,Mendoza,2450.0,58.0,1664.0,2491.0,138138.0,3258.0,4214.0,1063.0,0.0,135.0,0.0
2020.0,2.0,Misiones,8646.0,71.0,4350.0,7881.0,28160.0,12305.0,22994.0,5185.0,1.0,582.0,1.0
2020.0,2.0,Neuquén,0.0,218.0,803.0,2406.0,58289.0,5304.0,36326.0,8806.0,0.0,1292.0,0.0
2020.0,2.0,Río Negro,17057.0,114.0,1129.0,3977.0,66177.0,3273.0,22478.0,4370.0,2.0,76.0,0.0
2020.0,2.0,Salta,6531.0,129.0,6177.0,804.0,35334.0,7741.0,31070.0,7903.0,0.0,621.0,0.0
2020.0,2.0,San Juan,4430.0,48.0,697.0,1158.0,57452.0,40.0,80.0,47.0,0.0,0.0,0.0
2020.0,2.0,San Luis,35992.0,105.0,386.0,664.0,10389.0,60891.0,3.0,3.0,0.0,0.0,0.0
2020.0,2.0,Santa Cruz,493.0,66.0,5415.0,1674.0,19849.0,546.0,106.0,13.0,0.0,0.0,0.0
2020.0,2.0,Santa Fe,20193.0,568.0,17111.0,9171.0,188833.0,57244.0,148168.0,38181.0,512.0,2603.0,1.0
2020.0,2.0,Santiago Del Estero,4516.0,133.0,2777.0,2111.0,29448.0,247.0,1920.0,1392.0,0.0,16.0,0.0
2020.0,2.0,Tierra Del Fuego,7446.0,11.0,102.0,0.0,22223.0,391.0,796.0,0.0,0.0,0.0,0.0
2020.0,2.0,Tucumán,2635.0,52.0,3509.0,28.0,45588.0,2246.0,44289.0,28810.0,0.0,1278.0,0.0
2020.0,1.0,Buenos Aires,28935.0,38215.0,61004.0,22681.0,1075151.0,205814.0,956141.0,771071.0,112.0,73588.0,1637.0
2020.0,1.0,Capital Federal,0.0,264.0,6151.0,412.0,163400.0,85905.0,546678.0,304387.0,8936.0,44934.0,1068.0
2020.0,1.0,Catamarca,2151.0,63.0,782.0,263.0,7793.0,408.0,6796.0,3119.0,0.0,384.0,0.0
2020.0,1.0,Chaco,6917.0,308.0,2770.0,688.0,20761.0,10416.0,22234.0,5435.0,0.0,870.0,0.0
2020.0,1.0,Chubut,4500.0,158.0,935.0,5749.0,63011.0,1240.0,613.0,1.0,0.0,0.0,0.0
2020.0,1.0,Córdoba,9802.0,142.0,18717.0,14592.0,189048.0,65741.0,252030.0,40353.0,39.0,4442.0,3.0
2020.0,1.0,Corrientes,4780.0,72.0,6222.0,710.0,27074.0,7351.0,15014.0,3890.0,0.0,563.0,0.0
2020.0,1.0,Entre Ríos,13762.0,130.0,8133.0,4176.0,64052.0,11988.0,33019.0,6264.0,2.0,509.0,0.0
2020.0,1.0,Formosa,100.0,1127.0,2156.0,1469.0,20478.0,964.0,5542.0,1358.0,0.0,18.0,0.0
2020.0,1.0,Jujuy,16545.0,55.0,7146.0,5604.0,20552.0,166.0,4316.0,2988.0,1.0,44.0,0.0
2020.0,1.0,La Pampa,1618.0,293.0,3210.0,5978.0,64363.0,1342.0,2031.0,9.0,73.0,0.0,0.0
2020.0,1.0,La Rioja,0.0,21.0,641.0,0.0,36569.0,22.0,120.0,1174.0,0.0,0.0,0.0
2020.0,1.0,Mendoza,0.0,58.0,1705.0,2071.0,136674.0,2870.0,2978.0,730.0,0.0,100.0,0.0
2020.0,1.0,Misiones,10885.0,71.0,3342.0,470.0,33334.0,11581.0,21550.0,4318.0,0.0,445.0,0.0
2020.0,1.0,Neuquén,0.0,218.0,807.0,2832.0,56840.0,5407.0,35321.0,7397.0,0.0,1012.0,0.0
2020.0,1.0,Río Negro,17719.0,114.0,1158.0,4103.0,64359.0,3226.0,21795.0,3633.0,1.0,32.0,0.0
2020.0,1.0,Salta,6441.0,129.0,2715.0,806.0,35530.0,8625.0,27702.0,6703.0,0.0,339.0,0.0
2020.0,1.0,San Juan,4779.0,48.0,697.0,815.0,58469.0,40.0,80.0,47.0,0.0,0.0,0.0
2020.0,1.0,San Luis,36075.0,105.0,386.0,564.0,10372.0,58260.0,0.0,3.0,0.0,0.0,0.0
2020.0,1.0,Santa Cruz,0.0,67.0,5414.0,1973.0,20071.0,529.0,106.0,13.0,0.0,0.0,0.0
2020.0,1.0,Santa Fe,17656.0,696.0,18011.0,9166.0,193370.0,48456.0,138868.0,32605.0,512.0,1829.0,1.0
2020.0,1.0,Santiago Del Estero,4501.0,133.0,2554.0,1357.0,30954.0,135.0,1529.0,1269.0,0.0,1.0,0.0
2020.0,1.0,Tierra Del Fuego,7046.0,11.0,104.0,0.0,22873.0,196.0,518.0,0.0,0.0,0.0,0.0
2020.0,1.0,Tucumán,0.0,52.0,3747.0,28.0,45877.0,1730.0,38948.0,27402.0,0.0,1186.0,0.0
2019.0,4.0,Buenos Aires,20676.0,33489.0,65233.0,25960.0,1113790.0,452570.0,1247069.0,198362.0,115.0,19353.0,234.0
2019.0,4.0,Capital Federal,0.0,307.0,6072.0,429.0,170612.0,205810.0,596959.0,124224.0,8933.0,23576.0,113.0
2019.0,4.0,Catamarca,3098.0,63.0,891.0,263.0,8791.0,804.0,4698.0,2532.0,0.0,247.0,0.0
2019.0,4.0,Chaco,6988.0,83.0,2894.0,963.0,22042.0,13516.0,16320.0,4534.0,0.0,702.0,0.0
2019.0,4.0,Chubut,4121.0,158.0,933.0,7729.0,60747.0,1240.0,613.0,1.0,0.0,0.0,0.0
2019.0,4.0,Córdoba,10350.0,142.0,19943.0,11076.0,201762.0,114111.0,180936.0,37082.0,35.0,3684.0,5.0
2019.0,4.0,Corrientes,4995.0,72.0,6157.0,710.0,28188.0,9981.0,11640.0,3599.0,0.0,505.0,0.0
2019.0,4.0,Entre Ríos,14178.0,47.0,8407.0,4231.0,75565.0,18976.0,24084.0,5665.0,1.0,403.0,0.0
2019.0,4.0,Formosa,243.0,1127.0,2268.0,1498.0,21031.0,1766.0,4502.0,1155.0,0.0,14.0,0.0
2019.0,4.0,Jujuy,14122.0,55.0,7300.0,4950.0,20670.0,102.0,2533.0,2733.0,1.0,19.0,0.0
2019.0,4.0,La Pampa,1566.0,293.0,3621.0,6989.0,66450.0,1287.0,1261.0,8.0,73.0,0.0,0.0
2019.0,4.0,La Rioja,0.0,21.0,716.0,0.0,37130.0,22.0,80.0,1225.0,0.0,0.0,0.0
2019.0,4.0,Mendoza,6901.0,746.0,2181.0,2307.0,140660.0,2165.0,1908.0,640.0,0.0,80.0,0.0
2019.0,4.0,Misiones,11508.0,71.0,3486.0,514.0,35664.0,15626.0,16490.0,3921.0,0.0,388.0,0.0
2019.0,4.0,Neuquén,0.0,218.0,803.0,3614.0,52954.0,12059.0,27256.0,6868.0,0.0,877.0,0.0
2019.0,4.0,Río Negro,17019.0,114.0,1267.0,4274.0,66306.0,6968.0,16476.0,3353.0,1.0,7.0,0.0
2019.0,4.0,Salta,7120.0,149.0,2809.0,1756.0,37595.0,14170.0,19535.0,6093.0,0.0,193.0,0.0
2019.0,4.0,San Juan,1246.0,48.0,664.0,798.0,59165.0,40.0,80.0,47.0,0.0,0.0,0.0
2019.0,4.0,San Luis,36287.0,105.0,386.0,564.0,10951.0,55216.0,0.0,3.0,0.0,0.0,0.0
2019.0,4.0,Santa Cruz,350.0,67.0,5414.0,2349.0,24605.0,7.0,7.0,1.0,0.0,0.0,0.0
2019.0,4.0,Santa Fe,27472.0,698.0,19145.0,10471.0,200618.0,70998.0,103473.0,30123.0,511.0,1456.0,13.0
2019.0,4.0,Santiago Del Estero,5017.0,133.0,2639.0,1357.0,31823.0,105.0,1196.0,1252.0,0.0,1.0,0.0
2019.0,4.0,Tierra Del Fuego,7789.0,11.0,105.0,0.0,23488.0,139.0,1962.0,0.0,0.0,0.0,0.0
2019.0,4.0,Tucumán,0.0,55.0,4002.0,388.0,50154.0,6405.0,29514.0,26274.0,0.0,919.0,0.0
2019.0,3.0,Buenos Aires,30844.0,238920.0,61101.0,27450.0,1388819.0,483606.0,1067705.0,163242.0,21.0,15045.0,161.0
2019.0,3.0,Capital Federal,0.0,105.0,6131.0,472.0,263468.0,258597.0,515421.0,108715.0,8932.0,20360.0,75.0
2019.0,3.0,Catamarca,2169.0,34.0,1056.0,242.0,13194.0,72.0,15.0,0.0,0.0,0.0,0.0
2019.0,3.0,Chaco,9141.0,69.0,3013.0,962.0,30005.0,12987.0,12523.0,3706.0,0.0,511.0,0.0
2019.0,3.0,Chubut,3353.0,74.0,1092.0,8472.0,53956.0,1240.0,613.0,1.0,0.0,0.0,0.0
2019.0,3.0,Córdoba,8065.0,83.0,20240.0,16835.0,208900.0,146255.0,122886.0,31441.0,266.0,2702.0,243.0
2019.0,3.0,Corrientes,6883.0,10.0,6341.0,710.0,35777.0,10388.0,9209.0,3064.0,0.0,401.0,0.0
2019.0,3.0,Entre Ríos,16895.0,19.0,8601.0,4277.0,91224.0,21216.0,17291.0,5059.0,1.0,294.0,0.0
2019.0,3.0,Formosa,100.0,1110.0,2364.0,1499.0,21122.0,2262.0,3498.0,944.0,0.0,1.0,0.0
2019.0,3.0,Jujuy,14140.0,27.0,7248.0,4928.0,20431.0,56.0,1153.0,2517.0,1.0,0.0,0.0
2019.0,3.0,La Pampa,1620.0,237.0,8056.0,6698.0,64384.0,1359.0,861.0,7.0,73.0,0.0,0.0
2019.0,3.0,La Rioja,0.0,9.0,789.0,0.0,37877.0,22.0,47.0,1260.0,0.0,0.0,0.0
2019.0,3.0,Mendoza,1563.0,21.0,2492.0,3099.0,202499.0,1273.0,223.0,108.0,8.0,0.0,0.0
2019.0,3.0,Misiones,14990.0,47.0,3927.0,453.0,41078.0,16107.0,12933.0,3447.0,0.0,270.0,0.0
2019.0,3.0,Neuquén,645.0,45.0,6459.0,6455.0,52253.0,16931.0,21026.0,6331.0,3.0,782.0,308.0
2019.0,3.0,Río Negro,17771.0,47.0,2043.0,4781.0,81845.0,10203.0,12089.0,3009.0,2.0,6.0,372.0
2019.0,3.0,Salta,7412.0,49.0,2845.0,1619.0,39596.0,11418.0,8796.0,3561.0,0.0,0.0,0.0
2019.0,3.0,San Juan,909.0,22.0,671.0,796.0,67019.0,41.0,81.0,47.0,0.0,0.0,0.0
2019.0,3.0,San Luis,36073.0,57.0,391.0,564.0,17788.0,62244.0,0.0,3.0,0.0,0.0,0.0
2019.0,3.0,Santa Cruz,540.0,28.0,5469.0,2346.0,23881.0,27.0,3.0,1.0,0.0,0.0,0.0
2019.0,3.0,Santa Fe,27895.0,640.0,22351.0,9928.0,218359.0,84333.0,69469.0,26048.0,510.0,1035.0,12.0
2019.0,3.0,Santiago Del Estero,35001.0,39.0,2773.0,1116.0,33497.0,86.0,676.0,1159.0,1.0,0.0,0.0
2019.0,3.0,Tierra Del Fuego,9678.0,6.0,119.0,0.0,32028.0,82.0,224.0,2.0,0.0,0.0,0.0
2019.0,3.0,Tucumán,0.0,16.0,3954.0,382.0,66504.0,843.0,3782.0,16603.0,0.0,0.0,0.0
2019.0,2.0,Buenos Aires,43438.0,199768.0,63051.0,25523.0,1394537.0,502309.0,849381.0,131594.0,15.0,4642.0,101.0
2019.0,2.0,Capital Federal,0.0,74.0,7005.0,1390.0,274002.0,296161.0,378205.0,93544.0,44.0,4145.0,47.0
2019.0,2.0,Catamarca,2151.0,34.0,1284.0,151.0,15239.0,34.0,10.0,0.0,0.0,0.0,0.0
2019.0,2.0,Chaco,1492.0,69.0,3376.0,485.0,36010.0,15348.0,6994.0,2741.0,0.0,169.0,0.0
2019.0,2.0,Chubut,4500.0,66.0,4017.0,3839.0,65128.0,74.0,164.0,1.0,0.0,0.0,0.0
2019.0,2.0,Córdoba,8938.0,81.0,22102.0,15376.0,219114.0,170167.0,48804.0,26346.0,23.0,872.0,0.0
2019.0,2.0,Corrientes,6080.0,10.0,6423.0,669.0,36344.0,11928.0,4571.0,2472.0,0.0,76.0,0.0
2019.0,2.0,Entre Ríos,17206.0,18.0,9944.0,2606.0,94042.0,24221.0,6650.0,3975.0,1.0,38.0,0.0
2019.0,2.0,Formosa,100.0,1110.0,2572.0,1515.0,22774.0,2639.0,1672.0,586.0,0.0,0.0,0.0
2019.0,2.0,Jujuy,21765.0,27.0,2539.0,4885.0,19749.0,27.0,303.0,2296.0,1.0,0.0,0.0
2019.0,2.0,La Pampa,2661.0,236.0,8324.0,6552.0,63819.0,1445.0,547.0,9.0,73.0,0.0,0.0
2019.0,2.0,La Rioja,0.0,9.0,926.0,2.0,38902.0,13.0,22.0,1276.0,0.0,0.0,0.0
2019.0,2.0,Mendoza,0.0,20.0,3006.0,5082.0,199599.0,1266.0,155.0,61.0,8.0,0.0,0.0
2019.0,2.0,Misiones,12206.0,47.0,4268.0,259.0,43468.0,18882.0,5407.0,2700.0,0.0,22.0,0.0
2019.0,2.0,Neuquén,422.0,302.0,3438.0,873.0,60503.0,21219.0,8827.0,5117.0,0.0,179.0,0.0
2019.0,2.0,Río Negro,18519.0,384.0,1653.0,4370.0,81697.0,12434.0,4658.0,2220.0,2.0,0.0,0.0
2019.0,2.0,Salta,7585.0,49.0,3309.0,1523.0,55780.0,14059.0,3948.0,2513.0,0.0,0.0,0.0
2019.0,2.0,San Juan,6119.0,22.0,221.0,0.0,60905.0,7.0,1.0,3.0,0.0,0.0,0.0
2019.0,2.0,San Luis,37977.0,57.0,114.0,0.0,16563.0,57238.0,0.0,3.0,0.0,0.0,0.0
2019.0,2.0,Santa Cruz,0.0,25.0,128.0,3.0,24814.0,28.0,3.0,1.0,0.0,0.0,0.0
2019.0,2.0,Santa Fe,22323.0,321.0,23528.0,9844.0,275179.0,100139.0,28994.0,20077.0,502.0,273.0,11.0
2019.0,2.0,Santiago Del Estero,34501.0,39.0,2912.0,1117.0,61071.0,108.0,214.0,990.0,1.0,0.0,0.0
2019.0,2.0,Tierra Del Fuego,0.0,6.0,123.0,0.0,41824.0,96.0,30.0,2.0,0.0,0.0,0.0
2019.0,2.0,Tucumán,0.0,16.0,4491.0,384.0,74173.0,628.0,1496.0,16898.0,0.0,0.0,0.0
2019.0,1.0,Buenos Aires,6369.0,162513.0,72296.0,38585.0,1391379.0,578236.0,606414.0,97099.0,879.0,0.0,0.0
2019.0,1.0,Capital Federal,0.0,74.0,7417.0,1423.0,282364.0,365719.0,212889.0,69990.0,578.0,0.0,0.0
2019.0,1.0,Catamarca,2151.0,34.0,1708.0,6.0,18755.0,29.0,7.0,0.0,0.0,0.0,0.0
2019.0,1.0,Chaco,1035.0,69.0,3801.0,486.0,38233.0,12393.0,4642.0,1726.0,0.0,0.0,0.0
2019.0,1.0,Chubut,0.0,66.0,3938.0,3377.0,67700.0,74.0,164.0,1.0,0.0,0.0,0.0
2019.0,1.0,Córdoba,6806.0,81.0,20403.0,13585.0,229184.0,127973.0,32274.0,18411.0,23.0,0.0,0.0
2019.0,1.0,Corrientes,0.0,10.0,6470.0,451.0,37951.0,9688.0,3568.0,1461.0,0.0,0.0,0.0
2019.0,1.0,Entre Ríos,12142.0,18.0,9217.0,2426.0,104587.0,18146.0,4949.0,2669.0,1.0,0.0,0.0
2019.0,1.0,Formosa,0.0,1110.0,3023.0,985.0,22100.0,2099.0,1446.0,208.0,0.0,0.0,0.0
2019.0,1.0,Jujuy,37162.0,27.0,2817.0,2542.0,28185.0,30.0,14.0,1126.0,1.0,0.0,0.0
2019.0,1.0,La Pampa,698.0,236.0,8327.0,6551.0,63987.0,1354.0,329.0,11.0,65.0,0.0,0.0
2019.0,1.0,La Rioja,0.0,9.0,1169.0,3.0,40282.0,17.0,5.0,864.0,0.0,0.0,0.0
2019.0,1.0,Mendoza,0.0,20.0,1786.0,4580.0,200803.0,121.0,114.0,11.0,5.0,0.0,0.0
2019.0,1.0,Misiones,7654.0,47.0,5946.0,163.0,45103.0,16552.0,3635.0,1532.0,0.0,0.0,0.0
2019.0,1.0,Neuquén,6105.0,1328.0,3055.0,845.0,51515.0,17144.0,7384.0,3633.0,0.0,0.0,0.0
2019.0,1.0,Río Negro,3719.0,384.0,1583.0,3991.0,80854.0,9594.0,3540.0,1507.0,2.0,0.0,0.0
2019.0,1.0,Salta,1.0,49.0,4232.0,1977.0,57267.0,10861.0,1286.0,956.0,0.0,0.0,0.0
2019.0,1.0,San Juan,560.0,22.0,229.0,0.0,62380.0,3.0,1.0,1.0,0.0,0.0,0.0
2019.0,1.0,San Luis,23577.0,57.0,120.0,0.0,21380.0,8.0,0.0,0.0,0.0,0.0,0.0
2019.0,1.0,Santa Cruz,0.0,25.0,128.0,3.0,21987.0,26.0,3.0,1.0,0.0,0.0,0.0
2019.0,1.0,Santa Fe,18591.0,333.0,29350.0,11800.0,284998.0,74583.0,22442.0,13550.0,502.0,0.0,0.0
2019.0,1.0,Santiago Del Estero,0.0,39.0,3372.0,1003.0,61892.0,85.0,36.0,458.0,0.0,0.0,0.0
2019.0,1.0,Tierra Del Fuego,0.0,6.0,131.0,0.0,38851.0,80.0,29.0,0.0,0.0,0.0,0.0
2019.0,1.0,Tucumán,0.0,16.0,5188.0,280.0,81960.0,847.0,377.0,14462.0,0.0,0.0,0.0
2018.0,4.0,Buenos Aires,19125.0,134673.0,73761.0,37528.0,1384935.0,950470.0,186357.0,77293.0,359.0,0.0,0.0
2018.0,4.0,Capital Federal,0.0,74.0,7388.0,1412.0,281869.0,437668.0,121584.0,64885.0,335.0,0.0,0.0
2018.0,4.0,Catamarca,2003.0,34.0,1669.0,6.0,17949.0,29.0,7.0,0.0,0.0,0.0,0.0
2018.0,4.0,Chaco,0.0,69.0,3405.0,486.0,35951.0,12393.0,4642.0,1726.0,0.0,0.0,0.0
2018.0,4.0,Chubut,1144.0,66.0,3917.0,3357.0,62704.0,623.0,164.0,1.0,0.0,0.0,0.0
2018.0,4.0,Córdoba,8903.0,81.0,24102.0,5490.0,222985.0,128062.0,30358.0,18420.0,22.0,0.0,0.0
2018.0,4.0,Corrientes,0.0,10.0,6438.0,451.0,36925.0,9688.0,3568.0,1461.0,0.0,0.0,0.0
2018.0,4.0,Entre Ríos,13693.0,18.0,8769.0,2220.0,92560.0,18146.0,4943.0,2669.0,0.0,0.0,0.0
2018.0,4.0,Formosa,0.0,1110.0,3074.0,1000.0,21962.0,2092.0,1446.0,208.0,0.0,0.0,0.0
2018.0,4.0,Jujuy,43573.0,27.0,2803.0,2542.0,28185.0,30.0,14.0,1126.0,1.0,0.0,0.0
2018.0,4.0,La Pampa,923.0,241.0,7727.0,6453.0,64055.0,1328.0,194.0,11.0,65.0,0.0,0.0
2018.0,4.0,La Rioja,3.0,9.0,1164.0,3.0,40282.0,17.0,5.0,864.0,0.0,0.0,0.0
2018.0,4.0,Mendoza,0.0,20.0,1463.0,4182.0,193268.0,29.0,115.0,5.0,2.0,0.0,0.0
2018.0,4.0,Misiones,0.0,47.0,5981.0,163.0,43104.0,16566.0,3635.0,1532.0,0.0,0.0,0.0
2018.0,4.0,Neuquén,6287.0,1328.0,3044.0,818.0,51495.0,17144.0,7384.0,3632.0,0.0,0.0,0.0
2018.0,4.0,Río Negro,3094.0,384.0,1225.0,4217.0,79195.0,9596.0,3534.0,1507.0,2.0,0.0,0.0
2018.0,4.0,Salta,0.0,49.0,3659.0,1858.0,56634.0,10861.0,1286.0,956.0,0.0,0.0,0.0
2018.0,4.0,San Juan,606.0,22.0,1465.0,0.0,59811.0,1.0,1.0,0.0,0.0,0.0,0.0
2018.0,4.0,San Luis,23635.0,57.0,109.0,0.0,19164.0,64.0,0.0,0.0,0.0,0.0,0.0
2018.0,4.0,Santa Cruz,531.0,25.0,115.0,143.0,22964.0,1.0,3.0,1.0,0.0,0.0,0.0
2018.0,4.0,Santa Fe,28450.0,335.0,31397.0,9830.0,266471.0,74440.0,22358.0,13560.0,501.0,0.0,0.0
2018.0,4.0,Santiago Del Estero,326.0,39.0,3250.0,1011.0,60336.0,77.0,29.0,454.0,0.0,0.0,0.0
2018.0,4.0,Tierra Del Fuego,0.0,6.0,27.0,0.0,29919.0,24.0,67.0,0.0,0.0,0.0,0.0
2018.0,4.0,Tucumán,92.0,16.0,5244.0,298.0,81791.0,847.0,377.0,14462.0,0.0,0.0,0.0
2018.0,3.0,Buenos Aires,120987.0,991.0,80459.0,44241.0,1401492.0,898916.0,175390.0,60547.0,359.0,0.0,0.0
2018.0,3.0,Capital Federal,0.0,73.0,8493.0,1504.0,286415.0,415036.0,113028.0,51676.0,335.0,0.0,0.0
